n,mean_var_est,sd_var_est,q05_var,q95_var,mean_score_est,sd_score_est,theologian,domain,analysis_type
260,0.22048682239382233,0.0214485937415541,0.18044984407484352,0.24859864122364128,7.418020769230769,0.01626653951263216,rutledge,esthetiek,sequential
265,0.21829857747284165,0.021333648592016682,0.17880776157804462,0.2476242138364775,7.418726037735849,0.015302431011543929,rutledge,esthetiek,sequential
270,0.22028376290788926,0.019117506822552147,0.18572105190692564,0.24662145119096815,7.418332592592592,0.014516773029400387,rutledge,esthetiek,sequential
275,0.21990830736562697,0.01928048354108197,0.1808360185799604,0.24450212342402108,7.4183461818181815,0.014254233956166833,rutledge,esthetiek,sequential
280,0.21885937634408592,0.017720922088257242,0.18748374295954923,0.2437304211469533,7.4189742857142855,0.013115386593864586,rutledge,esthetiek,sequential
285,0.2179908594020262,0.01781356824920077,0.184368075117371,0.2410698047936747,7.417975438596491,0.013061931818994581,rutledge,esthetiek,sequential
290,0.22030521990215954,0.016082121157394613,0.18870378833074808,0.2395257427514615,7.418208275862069,0.011972324929205132,rutledge,esthetiek,sequential
295,0.21911908174795328,0.01633031572704281,0.1848471001960106,0.2392293324109307,7.419553220338983,0.0122282394964252,rutledge,esthetiek,sequential
300,0.21778694537346704,0.016378468693939635,0.1851699944258639,0.23769096432552922,7.418396,0.012042494417188682,rutledge,esthetiek,sequential
305,0.21926002200172554,0.01519367329644234,0.18765358067299376,0.23843755392579813,7.417977704918033,0.010980086725836486,rutledge,esthetiek,sequential
310,0.2191415807495563,0.013494148132393352,0.19284894039043715,0.2351081950099176,7.418164516129032,0.009910576652742116,rutledge,esthetiek,sequential
315,0.21957214801334538,0.013333702544952815,0.1923719846324945,0.2352367404711354,7.418508571428571,0.009816986541520318,rutledge,esthetiek,sequential
320,0.21849001880877736,0.013296530038208814,0.18958238636363672,0.233774373040752,7.41915625,0.009224737258723687,rutledge,esthetiek,sequential
325,0.21966111073124397,0.01129626575033048,0.19523936372269718,0.23166627730294365,7.418187076923077,0.007918956850580548,rutledge,esthetiek,sequential
330,0.21860158294188078,0.010986868119808072,0.19553645113751525,0.23062422400294721,7.418640606060606,0.007744592238008246,rutledge,esthetiek,sequential
335,0.2191541424613459,0.009693780213301363,0.19580328000715033,0.22977804093305929,7.41852776119403,0.00707145055905308,rutledge,esthetiek,sequential
340,0.21931031615478044,0.009022140133015746,0.19783420527503076,0.2287435493666491,7.417949411764706,0.00631717779311676,rutledge,esthetiek,sequential
345,0.21916648634984828,0.008353176054314597,0.19692218570947062,0.227302999662959,7.418544347826087,0.006272279190941744,rutledge,esthetiek,sequential
350,0.21931479230454354,0.007057570252157711,0.2052088415882112,0.22563525173966417,7.418354285714286,0.005140330836069714,rutledge,esthetiek,sequential
355,0.21921494326410434,0.005491669294174267,0.20969857563459784,0.2237634359831305,7.418447887323944,0.0043013284667191495,rutledge,esthetiek,sequential
360,0.2189882304240172,0.004269329126865984,0.21266203961621774,0.2220556019808103,7.4186105555555555,0.0032342821997903767,rutledge,esthetiek,sequential
365,0.21902667860906216,0.002062685587265661,0.2173834111094386,0.21968959807315988,7.4185495890410955,0.0013634120485806092,rutledge,esthetiek,sequential
366,0.21910592110187888,1.4410440348500704e-16,0.21910592110187863,0.2191059211018791,7.418579234972677,2.2137612993616487e-16,rutledge,esthetiek,sequential
5,0.10716799999999996,0.14409832904258743,0.017999999999999978,0.37700000000000006,6.47308,0.1508855410335463,rutledge,kolb,sequential
10,0.11631199999999996,0.09739256693919113,0.028999999999999963,0.30647222222222203,6.4712,0.10465019506266252,rutledge,kolb,sequential
15,0.1022813333333333,0.07370672127989449,0.031714285714285674,0.2443666666666663,6.476946666666667,0.08039211297198645,rutledge,kolb,sequential
20,0.1101722631578947,0.06380815511593489,0.0404697368421052,0.2401052631578947,6.47185,0.0759635994202074,rutledge,kolb,sequential
25,0.10813059999999995,0.05672746476444765,0.04244499999999995,0.2323583333333332,6.470256,0.06520138729974699,rutledge,kolb,sequential
30,0.1127236781609195,0.05449543209937126,0.047595402298850564,0.21582356321839075,6.476253333333333,0.05565430564481912,rutledge,kolb,sequential
35,0.10875152941176466,0.04823797975085408,0.05021764705882345,0.20291764705882362,6.475542857142857,0.052422747468724336,rutledge,kolb,sequential
40,0.10516982051282048,0.04206804296666869,0.05112307692307688,0.18233974358974356,6.47422,0.04761671242962082,rutledge,kolb,sequential
45,0.11057462626262622,0.041715611063680956,0.055727272727272716,0.1840979797979799,6.473097777777777,0.04367054810527611,rutledge,kolb,sequential
50,0.10860026938775505,0.039231634496177385,0.058828571428571445,0.18468265306122456,6.472524,0.04514511698040382,rutledge,kolb,sequential
55,0.10957298316498311,0.03726163484087623,0.05624377104377102,0.180607744107744,6.472432727272727,0.039958397517772665,rutledge,kolb,sequential
60,0.1097119774011299,0.03626112230918267,0.060483615819208976,0.18457344632768352,6.475606666666667,0.038172001709894515,rutledge,kolb,sequential
65,0.11000490384615381,0.03629801734117967,0.0601444711538461,0.18128365384615386,6.472252307692307,0.037839041518637546,rutledge,kolb,sequential
70,0.10855292339544509,0.03226156917864685,0.06504637681159416,0.17033840579710136,6.472894285714286,0.0374918453636825,rutledge,kolb,sequential
75,0.10900403603603599,0.03126264518556733,0.06531765765765765,0.16636990990990969,6.472821333333333,0.03443218950364177,rutledge,kolb,sequential
80,0.1083233132911392,0.028722427940053197,0.06560632911392396,0.16273829113924065,6.4732075,0.03193241969543195,rutledge,kolb,sequential
85,0.10905405042016802,0.027839388514009834,0.06784565826330524,0.1586357142857141,6.472997647058824,0.03118999517589242,rutledge,kolb,sequential
90,0.10759700873907611,0.02742801041191706,0.06816785268414476,0.1570042446941321,6.473755555555556,0.02888810954192585,rutledge,kolb,sequential
95,0.10955488465845462,0.02649805190054412,0.07115117581187003,0.15544311310190373,6.474688421052631,0.0286747358191911,rutledge,kolb,sequential
100,0.10876111111111107,0.026181761188990543,0.07180540404040392,0.15877878787878788,6.474932,0.02759017599841013,rutledge,kolb,sequential
105,0.10995851282051278,0.025128129397737984,0.07031089743589743,0.15347655677655675,6.472420952380952,0.027608025613313478,rutledge,kolb,sequential
110,0.10917147789824849,0.024370549721563408,0.0701704753961634,0.1507333194328606,6.4746345454545455,0.025236036007540007,rutledge,kolb,sequential
115,0.10882307551487409,0.021886793725009197,0.0770491228070175,0.14602517162471373,6.475029565217391,0.024516637803091556,rutledge,kolb,sequential
120,0.1091264271708683,0.022160530331516978,0.07397853641456575,0.14529061624649856,6.472948333333333,0.025277360278777236,rutledge,kolb,sequential
125,0.10845359999999994,0.021315973906024,0.07366070967741938,0.14261129032258044,6.4734352,0.022819765211952957,rutledge,kolb,sequential
130,0.10958450089445433,0.021182626999241467,0.07749588550983902,0.14400453190220597,6.474273846153846,0.022927563310051607,rutledge,kolb,sequential
135,0.10915148479823103,0.021820817416390522,0.07703482587064683,0.14866666666666636,6.474154074074074,0.020961705548569014,rutledge,kolb,sequential
140,0.10855645426515927,0.02011784714954959,0.07795467625899277,0.1445661870503596,6.47564,0.021907254657616847,rutledge,kolb,sequential
145,0.10685183141762448,0.01937557043410414,0.07802567049808436,0.14083840996168573,6.476645517241379,0.02186910119852983,rutledge,kolb,sequential
150,0.10834868277404917,0.019219366026134804,0.07797762863534656,0.14113950782997786,6.475593333333333,0.02022476573324388,rutledge,kolb,sequential
155,0.10887326183493921,0.0173019935331521,0.08196774193548366,0.13740368663594474,6.474922580645162,0.019984761857250784,rutledge,kolb,sequential
160,0.10844915566037733,0.017881325830910743,0.0799216981132076,0.13629866352201248,6.4748575,0.019982614092804874,rutledge,kolb,sequential
165,0.10967975314116772,0.016534908856754155,0.08181433850702122,0.13560240206947508,6.473629090909091,0.01907170139781269,rutledge,kolb,sequential
170,0.10997852697528715,0.016917830924361315,0.08293672119735462,0.13726794291681188,6.475143529411764,0.018004190747375963,rutledge,kolb,sequential
175,0.10846560394088665,0.01683736451359524,0.08286581280788156,0.13791316912972085,6.473115428571429,0.0173045310344817,rutledge,kolb,sequential
180,0.10675030229671008,0.015047780451371106,0.08348722842954691,0.13266103351955333,6.474812222222222,0.01720240198801327,rutledge,kolb,sequential
185,0.10879961104582839,0.015059471236469432,0.08302112220916556,0.13259670975323148,6.4750464864864865,0.017377821153967316,rutledge,kolb,sequential
190,0.10873517627401832,0.015179065862257925,0.08294491785018082,0.1320642021720975,6.474243157894737,0.01672835422948836,rutledge,kolb,sequential
195,0.1083210563045202,0.014990275367548687,0.08461258260639717,0.13297512556172372,6.473785641025641,0.016560607518474695,rutledge,kolb,sequential
200,0.10846156482412056,0.013815305809950298,0.08555157035175871,0.13136984924623132,6.473292,0.015540551904839621,rutledge,kolb,sequential
205,0.10887393591582971,0.013577626954311302,0.08536109516977533,0.12980506934481126,6.4748,0.01453347257095095,rutledge,kolb,sequential
210,0.1081185108225108,0.013041551452752051,0.08786912736386406,0.12895715424925966,6.474472380952381,0.015510952437041403,rutledge,kolb,sequential
215,0.10910354966311668,0.013441011422000127,0.08738776352966746,0.13066418169963037,6.4753460465116275,0.013758891972886645,rutledge,kolb,sequential
220,0.10854620215857198,0.01344433309105996,0.08431823370693228,0.12919082606890825,6.474464545454546,0.014327178346923524,rutledge,kolb,sequential
225,0.10890317142857137,0.0123921663271716,0.08700313492063473,0.1278746825396824,6.473828444444444,0.014417476522722602,rutledge,kolb,sequential
230,0.10870045262958039,0.01254503683328967,0.08693017846971705,0.1281803778241884,6.474358260869566,0.013103369687276259,rutledge,kolb,sequential
235,0.10867947117657756,0.011373669255535197,0.09008356064739048,0.12650587379523526,6.47388170212766,0.012326458057482257,rutledge,kolb,sequential
240,0.10836338493723846,0.011532588068041558,0.08993462343096204,0.12655290271966538,6.474703333333333,0.012510829866564498,rutledge,kolb,sequential
245,0.10863883773837396,0.01096282219782238,0.08856574105051872,0.1250306958849114,6.474561632653061,0.012844812483512135,rutledge,kolb,sequential
250,0.10830223935742965,0.01045377494119892,0.08971248192771043,0.12446801606425677,6.4739536,0.011724742479578157,rutledge,kolb,sequential
255,0.10839912737378413,0.010274835759376946,0.09115879265091856,0.12383072410066344,6.474147450980392,0.011819317520849271,rutledge,kolb,sequential
260,0.1084874689634689,0.009988152614226973,0.09183457825957815,0.1229596376596373,6.474255384615384,0.01103223777139666,rutledge,kolb,sequential
265,0.10778816066323609,0.010291627295253519,0.08948977987421394,0.12242742995997678,6.475067169811321,0.01079678002772408,rutledge,kolb,sequential
270,0.10842223957042538,0.009312253077233204,0.09157132727523068,0.12185904584882286,6.474825925925926,0.010318424335945984,rutledge,kolb,sequential
275,0.1087836873258128,0.008638677677376593,0.09246155275381597,0.12075595222295941,6.473258181818182,0.009817118354313027,rutledge,kolb,sequential
280,0.10970100921658982,0.00848516139007708,0.0945803443420375,0.12166642985151074,6.474342857142857,0.009723031419577696,rutledge,kolb,sequential
285,0.10827889844329128,0.008208246603995127,0.09387089201877918,0.12021451692611781,6.474378947368421,0.009098892549053215,rutledge,kolb,sequential
290,0.10794311776637629,0.008249720390266954,0.09178373105834607,0.11988378475122244,6.474713793103448,0.008859191955143769,rutledge,kolb,sequential
295,0.10865593497059838,0.007985573365499935,0.09292937853107314,0.1196083938660211,6.474258983050848,0.00835836149725921,rutledge,kolb,sequential
300,0.10855719420289849,0.007641473867721762,0.09492028985507212,0.11913277034559606,6.474090666666667,0.008010277966850603,rutledge,kolb,sequential
305,0.10882290336496973,0.007093694847122425,0.09560635245901634,0.11826303925798061,6.474299672131147,0.0072959134152039,rutledge,kolb,sequential
310,0.10880134001461528,0.006400736531956822,0.09634068796325286,0.11756768451821653,6.474316129032258,0.0074845402408267436,rutledge,kolb,sequential
315,0.10851821534728541,0.006681024095913654,0.09569881710646072,0.11726792033161473,6.4740336507936505,0.007087406670577537,rutledge,kolb,sequential
320,0.10844071434169275,0.005733889829831277,0.09756828467868346,0.11620432503918496,6.4745175,0.006984099058168398,rutledge,kolb,sequential
325,0.10860648812915477,0.005404434804983417,0.09841944919278275,0.11546082621082626,6.474106461538462,0.00627546149222428,rutledge,kolb,sequential
330,0.10863822271345669,0.005329226548552216,0.09804715851524368,0.1149979322096342,6.474212121212121,0.005927098763362144,rutledge,kolb,sequential
335,0.10881048744302434,0.0048727193246558415,0.09876530521047447,0.11459744391813377,6.47461671641791,0.005209395284869597,rutledge,kolb,sequential
340,0.10929290855457224,0.003991559129982743,0.10139269043900698,0.1138400832899528,6.47394,0.004490410493075443,rutledge,kolb,sequential
345,0.10864223727671042,0.003993139158999861,0.1004344876980113,0.1127195820694304,6.4744614492753625,0.004370020087207076,rutledge,kolb,sequential
350,0.10886768514121975,0.003088884689016164,0.1023516209578389,0.11210200163733056,6.474269142857143,0.0034967296721458933,rutledge,kolb,sequential
355,0.10879899355454761,0.0025640228500701987,0.10363861701281088,0.11108066364287424,6.474085633802817,0.0030586385003249857,rutledge,kolb,sequential
360,0.10866113215722692,0.0020736553939492085,0.10506002785515277,0.11004147322810294,6.474496666666667,0.0022521616546238177,rutledge,kolb,sequential
365,0.10855258557880502,0.0010023677202859575,0.10707406292337827,0.1089503236489545,6.474344657534247,0.0010440794222709698,rutledge,kolb,sequential
366,0.1086536417396515,1.1232697744583382e-16,0.10865364173965131,0.10865364173965168,6.47431693989071,0,rutledge,kolb,sequential
5,0.249528,0.17625414680094478,0.026549999999999997,0.6730999999999999,7.14224,0.24503360041157893,rutledge,schulz,sequential
10,0.2693357777777778,0.12388443783004192,0.1115388888888889,0.5111111111111111,7.1331,0.1593705994716462,rutledge,schulz,sequential
15,0.2586222857142857,0.09066720740459651,0.13567619047619045,0.42461904761904773,7.14728,0.13540730609444301,rutledge,schulz,sequential
20,0.2666364736842105,0.0882942727254416,0.14615921052631578,0.4275039473684208,7.14351,0.11303443487244882,rutledge,schulz,sequential
25,0.260475,0.06951555017555566,0.15882500000000002,0.38504666666666665,7.14516,0.09998684482608967,rutledge,schulz,sequential
30,0.2654529655172414,0.0684463630213579,0.16918160919540226,0.3896367816091953,7.1379866666666665,0.09239166048265592,rutledge,schulz,sequential
35,0.26615522689075627,0.0585496832073813,0.18004369747899163,0.3680184873949577,7.136651428571429,0.0861469382244145,rutledge,schulz,sequential
40,0.26764189743589745,0.05498992297068374,0.18416282051282049,0.35986794871794847,7.14003,0.07539308545662085,rutledge,schulz,sequential
45,0.2629473939393939,0.053905987836350255,0.18237070707070716,0.35049090909090896,7.140177777777778,0.07569366658504269,rutledge,schulz,sequential
50,0.2670169142857143,0.04651150156899943,0.1893708163265308,0.3484465306122448,7.137056,0.06450580486842601,rutledge,schulz,sequential
55,0.26425163636363636,0.04418870127527496,0.1971666666666668,0.3345754208754206,7.136043636363636,0.0617174981951185,rutledge,schulz,sequential
60,0.26275746327683613,0.04212871207148304,0.1974187853107343,0.3361327683615819,7.13961,0.05725176451596487,rutledge,schulz,sequential
65,0.26692825961538463,0.041303428081518316,0.20137740384615388,0.33362716346153864,7.134344615384616,0.05743079363201558,rutledge,schulz,sequential
70,0.2660502028985507,0.03804940042459776,0.2062415113871638,0.3321030020703933,7.136565714285714,0.05866420253400324,rutledge,schulz,sequential
75,0.2623862702702703,0.036460060284482086,0.20623441441441434,0.32615729729729737,7.136781333333333,0.05391438001405707,rutledge,schulz,sequential
80,0.2640307974683544,0.036284321856350325,0.20849588607594938,0.33033069620253164,7.139555,0.05408178208330987,rutledge,schulz,sequential
85,0.264674862745098,0.033909575147546195,0.215157142857143,0.32337114845938353,7.142538823529412,0.048642984511315386,rutledge,schulz,sequential
90,0.26437535580524346,0.03310995437666006,0.21230742821473167,0.3194132334581772,7.140897777777778,0.04725565814325169,rutledge,schulz,sequential
95,0.2622213706606943,0.03160281898471379,0.21325845464725635,0.3129809630459127,7.13950947368421,0.04479397685512917,rutledge,schulz,sequential
100,0.2633104828282828,0.0309163017362336,0.21424141414141418,0.3167588383838385,7.139654,0.04289127658643918,rutledge,schulz,sequential
105,0.26500726739926744,0.02887876867236414,0.22036684981684995,0.3151010989010988,7.1420876190476195,0.04297490089446995,rutledge,schulz,sequential
110,0.2678698215179316,0.02842985243385353,0.22234045037531275,0.3145133861551291,7.13768,0.04086572159131929,rutledge,schulz,sequential
115,0.2643461815408085,0.02836344944574358,0.2170821510297483,0.3121315026697175,7.138024347826087,0.04025950890941846,rutledge,schulz,sequential
120,0.26590198179271707,0.02818215127809583,0.21978641456582645,0.3128800070028014,7.139781666666667,0.03941099896971266,rutledge,schulz,sequential
125,0.2630164696774193,0.027131773517006262,0.22137109677419323,0.31255806451612883,7.1408976,0.037716487921893305,rutledge,schulz,sequential
130,0.26352390816935,0.02658368700886139,0.22247024448419786,0.31150778175313043,7.143195384615384,0.03580393005399917,rutledge,schulz,sequential
135,0.26491629187396354,0.025356506353505052,0.2260677169707022,0.30924378109452705,7.1414918518518515,0.0343298418069651,rutledge,schulz,sequential
140,0.26450744604316545,0.022912931566982583,0.226858376156218,0.30129321685508775,7.139547142857142,0.03537540370588438,rutledge,schulz,sequential
145,0.263329377394636,0.023205410266849736,0.2220770114942531,0.30166187739463546,7.140866206896551,0.03453721402622133,rutledge,schulz,sequential
150,0.26519227203579415,0.022669027333778628,0.23120038031319928,0.3024480313199101,7.139258666666667,0.03416383865644325,rutledge,schulz,sequential
155,0.26292867197318814,0.02308611892933626,0.2263992040217848,0.3020007540846249,7.1394916129032255,0.030435082307894004,rutledge,schulz,sequential
160,0.2646174103773585,0.021807227045842006,0.23155516902515683,0.3014570951257861,7.1387825,0.029889846722996872,rutledge,schulz,sequential
165,0.2632370303030303,0.020806901150397364,0.22859364375461913,0.29628810051736876,7.137801212121212,0.03024497758671517,rutledge,schulz,sequential
170,0.26471532683605986,0.020394592879012508,0.22886843021232137,0.2956035502958582,7.139810588235294,0.028863055102042158,rutledge,schulz,sequential
175,0.26287306141215105,0.01979515452424712,0.2314838095238098,0.2935758620689653,7.139866285714286,0.027572477987116217,rutledge,schulz,sequential
180,0.26362023463687156,0.019812256854635966,0.23040900062073227,0.29498801986343887,7.139175555555555,0.02856000457462941,rutledge,schulz,sequential
185,0.2621091433607521,0.019502638040912994,0.22923134547591068,0.2929626321974145,7.139508108108108,0.026244970163075934,rutledge,schulz,sequential
190,0.2626582511835143,0.01783646557881321,0.23321009468114817,0.29151545530492845,7.140145263157895,0.02736720312414208,rutledge,schulz,sequential
195,0.2634142923605604,0.017733224888772797,0.235347237642083,0.29383491937615613,7.139326153846154,0.024805987708396746,rutledge,schulz,sequential
200,0.263052667839196,0.018257310122658313,0.23264069095477413,0.29488386934673344,7.137849,0.024604052874184604,rutledge,schulz,sequential
205,0.2626146714490675,0.01762789899277414,0.23209851745576301,0.2894502630320426,7.140249756097561,0.024588925638986733,rutledge,schulz,sequential
210,0.2653808767372978,0.016106432769256353,0.24009962406015065,0.29085234677603167,7.139116190476191,0.022229138254606956,rutledge,schulz,sequential
215,0.26425673114540316,0.016151698565912184,0.23761762660291263,0.29011041078026467,7.139861395348837,0.021949898301439143,rutledge,schulz,sequential
220,0.2646871656288916,0.014671607016471999,0.24027423204649265,0.2885017330842677,7.1403763636363635,0.02184506761829206,rutledge,schulz,sequential
225,0.26350597936507947,0.015124655245600423,0.23875515873015887,0.289478908730159,7.138782222222222,0.021179529816265558,rutledge,schulz,sequential
230,0.2634109910765141,0.015143654770981903,0.2378582969432318,0.2869691285361685,7.13926,0.01980926470593212,rutledge,schulz,sequential
235,0.26350782760501906,0.013806138005756545,0.23920472813238783,0.28688425168212345,7.1403395744680855,0.02022105719666418,rutledge,schulz,sequential
240,0.2639550728730823,0.01361210710154845,0.24009567642956747,0.2845302998605294,7.1389025,0.01853661159915812,rutledge,schulz,sequential
245,0.2647361137504182,0.012716248614095808,0.24161779859484783,0.2844544998327197,7.1399591836734695,0.019680885992862367,rutledge,schulz,sequential
250,0.26421819212851405,0.013173343065319705,0.24102949397590315,0.28458827309236984,7.1404184,0.018548360163894263,rutledge,schulz,sequential
255,0.2637111928361896,0.011667391075401276,0.24391131696773224,0.28147714991508443,7.1401521568627455,0.01722725529414992,rutledge,schulz,sequential
260,0.2638700466290466,0.012374440413973115,0.24267523017522982,0.2828650801900798,7.139565384615385,0.01761885266526331,rutledge,schulz,sequential
265,0.263401558604917,0.011606332260486898,0.24412387078330433,0.2833138221841063,7.139967547169811,0.016497054075257613,rutledge,schulz,sequential
270,0.26443327302767455,0.01133954840103717,0.24562920969296492,0.2819363348478591,7.139651111111111,0.016238395330202916,rutledge,schulz,sequential
275,0.26437971599203713,0.010427495432973374,0.24757458526874626,0.28044504313205004,7.138774545454545,0.0155970436912721,rutledge,schulz,sequential
280,0.2638178241167434,0.009967057067185021,0.2476465117767541,0.27989336917562796,7.139767857142857,0.014361092912182077,rutledge,schulz,sequential
285,0.26420260785767236,0.010342216778674009,0.2469174450210036,0.2798823696565359,7.140896842105263,0.013419648484068071,rutledge,schulz,sequential
290,0.26360773081971123,0.009824615894625865,0.24596818995346634,0.27740038778188747,7.140100689655172,0.013768630836030043,rutledge,schulz,sequential
295,0.26397678588723616,0.00968292767006265,0.24641927821976273,0.2789689150236367,7.139117288135593,0.01299892884141825,rutledge,schulz,sequential
300,0.26338678729096987,0.008968438565916542,0.24750593088071346,0.27711651616499444,7.139612666666666,0.012743498986610093,rutledge,schulz,sequential
305,0.26306207722174274,0.008153307023345387,0.24859412208800652,0.27568787748058665,7.139499672131148,0.01183570948637578,rutledge,schulz,sequential
310,0.26471305021400976,0.008300190172885118,0.2507972805094469,0.2767756081010537,7.139218064516129,0.011116183468595891,rutledge,schulz,sequential
315,0.2634752190880598,0.0077888490883513675,0.250596653523405,0.2750217672631674,7.139720634920635,0.01088924398267288,rutledge,schulz,sequential
320,0.2633270879702195,0.0072312725815651385,0.24982596003134847,0.2734246914184954,7.140208125,0.009924734978863458,rutledge,schulz,sequential
325,0.2633465918328584,0.007119467143713344,0.25106030389363715,0.27360741690408397,7.139762461538462,0.009426585566635002,rutledge,schulz,sequential
330,0.26391763838997884,0.006330560864663994,0.2527765727180624,0.27314994934143916,7.139656969696969,0.009259020189487354,rutledge,schulz,sequential
335,0.2636143741174368,0.00560435956091139,0.2538188220573782,0.2717896862990433,7.140237611940298,0.008642514700397001,rutledge,schulz,sequential
340,0.263544027589797,0.0051244368560967625,0.25397670917924675,0.27069187922956683,7.140188823529412,0.007333061869484689,rutledge,schulz,sequential
345,0.26342805123019875,0.004661267790762297,0.25517344961240285,0.27020608358611414,7.139735072463768,0.006955666134830626,rutledge,schulz,sequential
350,0.2642089267294309,0.003754644017842587,0.25718347932869373,0.2695603315595584,7.140028571428571,0.005793538587288284,rutledge,schulz,sequential
355,0.2636757272220895,0.0032875842472373487,0.2568640089122304,0.2678566085780209,7.139990422535211,0.0047174627579715375,rutledge,schulz,sequential
360,0.2637243995666976,0.0025432907450039636,0.2583930091303001,0.26667409470752085,7.1396822222222225,0.003537580859767693,rutledge,schulz,sequential
365,0.2638231792864671,9.82378851675764e-4,0.26212027698329105,0.2644999247328017,7.13979397260274,0.0014090663939832855,rutledge,schulz,sequential
366,0.26382902911894635,1.815936215191546e-16,0.26382902911894607,0.2638290291189466,7.139890710382514,1.051959364385361e-16,rutledge,schulz,sequential
5,5.4005,2.908255602814617,0.19999999999999998,9.799999999999999,7.2102,0.9904938749091088,rutledge,transactional,sequential
10,5.461955555555556,1.8135141463384816,2.0950000000000006,8.233333333333333,7.0974,0.7590161071425319,rutledge,transactional,sequential
15,5.381257142857143,1.3509991467546973,2.94904761904762,7.400476190476191,7.172266666666666,0.5705569788265943,rutledge,transactional,sequential
20,5.370840789473684,1.1900180803354667,3.3973684210526316,7.06315789473684,7.15075,0.5282127458797442,rutledge,transactional,sequential
25,5.3935933333333335,1.0036078907272465,3.4558333333333344,6.8345,7.15008,0.4538262996130139,rutledge,transactional,sequential
30,5.371684482758621,0.9134591561083972,3.879985632183909,6.810402298850573,7.156633333333334,0.41669525486428144,rutledge,transactional,sequential
35,5.463696638655462,0.8632590915560282,4.0172268907563025,6.729096638655461,7.138314285714285,0.3763033397527307,rutledge,transactional,sequential
40,5.368066346153846,0.7929440646783279,3.8741586538461537,6.543950320512821,7.157275,0.3486840231082317,rutledge,transactional,sequential
45,5.401004545454546,0.7143977374257425,4.164141414141415,6.440707070707069,7.153266666666667,0.32136911383292993,rutledge,transactional,sequential
50,5.379973469387755,0.7054687717209428,4.158510204081635,6.434647959183669,7.15068,0.3252277413867628,rutledge,transactional,sequential
55,5.412872390572391,0.6291752253867589,4.328585858585857,6.332180134680132,7.1477818181818185,0.29478123933786743,rutledge,transactional,sequential
60,5.420654519774011,0.6096641323583415,4.407461158192092,6.447439971751411,7.147766666666667,0.2813593086527895,rutledge,transactional,sequential
65,5.403804807692308,0.5676738417642382,4.434002403846154,6.269471153846152,7.161923076923077,0.2561935714098001,rutledge,transactional,sequential
70,5.372710144927536,0.5649953935081337,4.421793478260866,6.246242236024843,7.156171428571429,0.2583208441080101,rutledge,transactional,sequential
75,5.399069009009009,0.5463607478481957,4.402427927927928,6.202644144144141,7.157053333333334,0.23966861222816557,rutledge,transactional,sequential
80,5.390031487341772,0.49745042256247907,4.515158227848101,6.120973101265819,7.1539,0.2325496827775085,rutledge,transactional,sequential
85,5.395511204481792,0.47831829148901817,4.6018837535014026,6.13147058823529,7.1533411764705885,0.21721311819863354,rutledge,transactional,sequential
90,5.400894631710362,0.47879842514584575,4.588924781523096,6.133957553058678,7.141977777777778,0.21916080844199987,rutledge,transactional,sequential
95,5.397466629339306,0.43921254855584224,4.693796192609172,6.095562709966402,7.154378947368421,0.2005691511420246,rutledge,transactional,sequential
100,5.404560101010101,0.4089400186606401,4.690065656565657,6.054559343434342,7.15334,0.20303889772153502,rutledge,transactional,sequential
105,5.415426282051282,0.41952203914650676,4.668141025641026,6.106144688644689,7.143409523809524,0.18912624889279173,rutledge,transactional,sequential
110,5.451420183486238,0.39622384210307093,4.742472894078392,6.07890012510426,7.1290000000000004,0.18849902372614438,rutledge,transactional,sequential
115,5.386251029748284,0.38740560907333094,4.771283371472157,5.983098779557589,7.159686956521739,0.17769425736171907,rutledge,transactional,sequential
120,5.401018032212885,0.397899205514832,4.751450455182073,6.058258928571423,7.149558333333333,0.17948915203294627,rutledge,transactional,sequential
125,5.375094193548387,0.36561692400964435,4.791532258064514,5.968516129032256,7.159648,0.17035585793469302,rutledge,transactional,sequential
130,5.3916192903995235,0.3710644304333226,4.793995974955275,5.963834973166369,7.150484615384616,0.1694594869282219,rutledge,transactional,sequential
135,5.397466445550027,0.35923731760105854,4.784936428966277,5.966108347153129,7.152037037037037,0.16315462690404553,rutledge,transactional,sequential
140,5.411556834532374,0.33414997150254394,4.8220548561151055,5.895862667009253,7.1477,0.15801108235548372,rutledge,transactional,sequential
145,5.411477825670498,0.31401941975178577,4.889080459770121,5.87530890804599,7.154206896551724,0.1435053548139726,rutledge,transactional,sequential
150,5.428517337807606,0.3319929102674207,4.917608501118566,5.974762304250571,7.138206666666667,0.1536301821444324,rutledge,transactional,sequential
155,5.4113984918307505,0.31610991890298246,4.908160871386678,5.926519689987446,7.142251612903226,0.14431333764354462,rutledge,transactional,sequential
160,5.3881445754716975,0.3135915752929818,4.817334905660372,5.867578125000003,7.1545625,0.14582709900549598,rutledge,transactional,sequential
165,5.41529652623799,0.29056556283695795,4.911145602365109,5.895824094604586,7.144818181818182,0.1330819708674532,rutledge,transactional,sequential
170,5.398341454925167,0.3078857699630304,4.859460494256879,5.86072006613297,7.150470588235294,0.13843180556457205,rutledge,transactional,sequential
175,5.39599931034483,0.27425653158917856,4.924022988505744,5.830348932676521,7.1469828571428575,0.12079579029099681,rutledge,transactional,sequential
180,5.409481284916201,0.25347025198536094,5.001387725015518,5.823634000620737,7.151866666666667,0.11968894778456726,rutledge,transactional,sequential
