n_comparisons,mean_abs_diff,sd_abs_diff,median_abs_diff,max_abs_diff,exact_matches,pct_exact,within_1pt,pct_within_1pt,correlation
1512,0.3272486772486777,0.5635623166754014,0,4,1047,69.24603174603175,1456,96.29629629629629,0.9267712461160602
